,_id_x,auction_location,auction_time,city_url,date_of_auction,date_of_scraping,deposit,law_firm,listing_url,principal_amount,principal_date,property_address,_id_y,bathrooms,bedrooms,lat,lgn,lot_size,region_name,unique_id,zcity,zestimate,zpid,zstate,zstreet_address,zzip
10,5cb0e784737ae134b821ee99,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,7514-04-12 00:00:00,2019-04-12 19:31:16.439,43900.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94988/00026011.html,439000,2006-03-17 00:00:00,"7514 rolling rd, springfield, va 22153",5cb0ec80737ae134b821f00d,3.0,3,38.753043,-77.216813,14784,Springfield,5cb0e784737ae134b821ee99,Springfield,569562.0,51940122,VA,7514 Rolling Rd,22153
11,5cb0e787737ae134b821ee9a,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,2019-05-07 00:00:00,2019-04-12 19:31:19.853,31815.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95244/00026235.html,318150,2005-08-25 00:00:00,42435,5cb0ec80737ae134b821f00e,3.0,3,38.753043,-77.216813,14784,Springfield,5cb0e787737ae134b821ee9a,Springfield,569562.0,51940122,VA,7514 Rolling Rd,22153
12,5cb0e78b737ae134b821ee9b,"18 E Market St, Leesburg, VA 20176",11:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,2019-10-30 00:00:00,2019-04-12 19:31:23.233,87000.0,"BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/93966/00024928.html,87000,2003-08-01 00:00:00,40740,5cb0ec80737ae134b821f00f,3.0,3,38.753043,-77.216813,14784,Springfield,5cb0e78b737ae134b821ee9b,Springfield,569562.0,51940122,VA,7514 Rolling Rd,22153
13,5cb0e78e737ae134b821ee9c,"18 E Market St, Leesburg, VA 20176",11:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,2019-05-10 00:00:00,2019-04-12 19:31:26.548,15000.0,"ALG Trustee, LLC, http://www.orlans.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95250/00026136.html,676744,2016-04-29 00:00:00,22901,5cb0ec80737ae134b821f010,3.0,3,38.753043,-77.216813,14784,Springfield,5cb0e78e737ae134b821ee9c,Springfield,569562.0,51940122,VA,7514 Rolling Rd,22153
14,5cb0e791737ae134b821ee9d,"18 E Market St, Leesburg, VA 20176",11:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,2019-04-24 00:00:00,2019-04-12 19:31:29.885,-1.0,"Commonwealth Asset Services, LLC, http://www.sykesbourdon.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95255/00025848.html,417205,2017-08-18 00:00:00,43133,5cb0ec81737ae134b821f011,3.0,3,38.753043,-77.216813,14784,Springfield,5cb0e791737ae134b821ee9d,Springfield,569562.0,51940122,VA,7514 Rolling Rd,22153
15,5cb0e795737ae134b821ee9e,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,2019-04-02 00:00:00,2019-04-12 19:31:33.317,66300.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/93977/00024886.html,663000,2005-09-19 00:00:00,43122,5cb0ec81737ae134b821f012,3.0,3,38.753043,-77.216813,14784,Springfield,5cb0e795737ae134b821ee9e,Springfield,569562.0,51940122,VA,7514 Rolling Rd,22153
16,5cb0e798737ae134b821ee9f,"4100 Chain Bridge Road, Fairfax, MD 20772",11:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,2019-04-19 00:00:00,2019-04-12 19:31:36.683,20000.0,"Rosenberg & Associates, http://www.rosenberg-assoc.com, Bethesda, Maryland, 301-907-8000",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94489/00025293.html,205000,2003-07-22 00:00:00,"3507 tyler street, falls church, va 22041",5cb0ec81737ae134b821f013,3.0,3,38.848719,-77.138576,16091,Falls Church,5cb0e798737ae134b821ee9f,Falls Church,565770.0,51849756,VA,3507 Tyler St,22041
17,5cb0e79c737ae134b821eea0,"18 E Market St, Leesburg, VA 20176",9:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-11 00:00:00,2019-04-12 19:31:40.298,-0.2," McCabe, Weisberg & Conway, LLC., http://www.mwc-law.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94494/00025250.html,-2,2019-03-15 00:00:00,43595,5cb0ec82737ae134b821f014,3.0,3,38.848719,-77.138576,16091,Falls Church,5cb0e79c737ae134b821eea0,Falls Church,565770.0,51849756,VA,3507 Tyler St,22041
18,5cb0e79f737ae134b821eea1,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-16 00:00:00,2019-04-12 19:31:43.649,20700.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94263/00025222.html,207000,2006-02-16 00:00:00,"610 warrenton terrace ne, leesburg, va 20176",5cb0ec82737ae134b821f015,3.0,,39.124058,-77.544007,3049,Leesburg,5cb0e79f737ae134b821eea1,Leesburg,345491.0,12407354,VA,610 Warrenton Ter NE,20176
19,5cb0e7a3737ae134b821eea2,"9107 Judicial Center Lane, Spotsylvania, Virginia 22553",2:00 PM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-15 00:00:00,2019-04-12 19:31:47.147,38000.0,"BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94012/00025060.html,-1,1984-02-10 00:00:00,"7 victoria court fredericksburg, va 22407",5cb0ec82737ae134b821f016,,5,38.239677,-77.517719,23086,Fredericksburg,5cb0e7a3737ae134b821eea2,Fredericksburg,337865.0,64609168,VA,7 Victoria Ct,22407
20,5cb0e7a6737ae134b821eea3,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-25 00:00:00,2019-04-12 19:31:50.961,45125.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94272/00025008.html,451250,2017-05-22 00:00:00,35515,5cb0ec82737ae134b821f017,,5,38.239677,-77.517719,23086,Fredericksburg,5cb0e7a6737ae134b821eea3,Fredericksburg,337865.0,64609168,VA,7 Victoria Ct,22407
21,5cb0e7aa737ae134b821eea4,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-16 00:00:00,2019-04-12 19:31:54.290,46330.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94019/00024784.html,463300,2013-12-09 00:00:00,42864,5cb0ec83737ae134b821f018,,5,38.239677,-77.517719,23086,Fredericksburg,5cb0e7aa737ae134b821eea4,Fredericksburg,337865.0,64609168,VA,7 Victoria Ct,22407
22,5cb0e7ad737ae134b821eea5,"18 E Market St, Leesburg, VA 20176",10:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-29 00:00:00,2019-04-12 19:31:57.678,20000.0,"Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95299/00026350.html,333700,2004-06-25 00:00:00,21224,5cb0ec83737ae134b821f019,4.5,4,39.282634,-76.570722,,Canton,5cb0e7ad737ae134b821eea5,Baltimore,488716.0,2095714414,MD,3214 Hudson Street Baltimore Md # 21224,21224
23,5cb0e7b1737ae134b821eea6,"18 E Market St, Leesburg, VA 20176",10:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-05-06 00:00:00,2019-04-12 19:32:01.004,20000.0,"Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95301/00026352.html,189000,2008-02-04 00:00:00,44036,5cb0ec83737ae134b821f01a,4.5,4,39.282634,-76.570722,,Canton,5cb0e7b1737ae134b821eea6,Baltimore,488716.0,2095714414,MD,3214 Hudson Street Baltimore Md # 21224,21224
24,5cb0e7b4737ae134b821eea7,"1300 Courthouse Rd, Stafford, VA 22554",10:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-17 00:00:00,2019-04-12 19:32:04.398,29000.0,"BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94278/00025334.html,-1,1300-04-12 00:00:00,"16 hunting creek lane stafford, va 22556",5cb0ec83737ae134b821f01b,3.5,3,38.472834,-77.404882,2069,Stafford,5cb0e7b4737ae134b821eea7,Stafford,313190.0,94682089,VA,16 Hunting Creek Ln,22556
25,5cb0e7b7737ae134b821eea8,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-16 00:00:00,2019-04-12 19:32:07.799,38000.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94546/00025544.html,380000,2005-10-06 00:00:00,"500 s garfield road, sterling, va 20164",5cb0ec84737ae134b821f01c,3.0,3,38.994754,-77.398919,9148,Sterling,5cb0e7b7737ae134b821eea8,Sterling,428115.0,12384828,VA,500 S Garfield Rd,20164
26,5cb0e7bb737ae134b821eea9,"18 E Market St, Leesburg, VA 20176",10:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,2019-04-15 00:00:00,2019-04-12 19:32:11.092,20000.0,"Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94547/00025624.html,292977,2013-04-22 00:00:00,45825,5cb0ec84737ae134b821f01d,3.0,3,38.994754,-77.398919,9148,Sterling,5cb0e7bb737ae134b821eea9,Sterling,428115.0,12384828,VA,500 S Garfield Rd,20164
27,5cb0e7be737ae134b821eeaa,"9107 Judicial Center Lane, Spotsylvania, Virginia 22553",10:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2034-04-12 00:00:00,2019-04-12 19:32:14.671,19500.0,"BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94551/00025505.html,-1,1990-06-18 00:00:00,"5901 danielle drive fredericksburg, va 22407",5cb0ec84737ae134b821f01e,2.5,3,38.277584,-77.537514,,Fredericksburg,5cb0e7be737ae134b821eeaa,Fredericksburg,239634.0,64693824,VA,5901 Danielle Dr,22407
28,5cb0e7c2737ae134b821eeab,"18 E Market St, Leesburg, VA 20176",9:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-04-25 00:00:00,2019-04-12 19:32:18.113,-0.2," McCabe, Weisberg & Conway, LLC., http://www.mwc-law.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94814/00025862.html,-2,2019-03-29 00:00:00,no address,5cb0ec84737ae134b821f01f,2.5,3,38.277584,-77.537514,,Fredericksburg,5cb0e7c2737ae134b821eeab,Fredericksburg,239634.0,64693824,VA,5901 Danielle Dr,22407
29,5cb0e7c5737ae134b821eeac,"9107 Judicial Center Lane, Spotsylvania, Virginia 22553",no time,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,9107-04-12 00:00:00,2019-04-12 19:32:21.495,-1.0,"RAS Trustee Services, LLC, 4012 Raintree Road, Suite 100A, Chesapeake, Virginia 23321",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94815/00025779.html,333791,1996-08-12 00:00:00,"sal 6109 patrician ct fredericksburg, va 22407",5cb0ec84737ae134b821f020,2.5,3,38.277584,-77.537514,,Fredericksburg,5cb0e7c5737ae134b821eeac,Fredericksburg,239634.0,64693824,VA,5901 Danielle Dr,22407
30,5cb0e7c8737ae134b821eead,"18 E Market St, Leesburg, VA 20176",9:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-04-19 00:00:00,2019-04-12 19:32:24.870,-0.2," McCabe, Weisberg & Conway, LLC., http://www.mwc-law.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/93810/00024547.html,-2,2019-03-05 00:00:00,20010,5cb0ec85737ae134b821f021,1.0,1,38.9328,-77.0306,,Columbia Heights,5cb0e7c8737ae134b821eead,Paradise,238660.0,94712704,DC,2600 W Harmon Avenue # # 20010,20010
31,5cb0e7cc737ae134b821eeae,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-04-09 00:00:00,2019-04-12 19:32:28.254,29360.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94068/00024959.html,293600,2006-08-28 00:00:00,43203,5cb0ec85737ae134b821f022,2.0,3,39.972322,-82.968503,,King-Lincoln-Bronzeville,5cb0e7cc737ae134b821eeae,Columbus,164768.0,2099024606,OH,43203 Zip N Monroe Ave,43203
32,5cb0e7cf737ae134b821eeaf,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-05-14 00:00:00,2019-04-12 19:32:31.583,84400.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95349/00026282.html,844000,1946-04-12 00:00:00,37992,5cb0ec85737ae134b821f023,2.0,3,39.972322,-82.968503,,King-Lincoln-Bronzeville,5cb0e7cf737ae134b821eeaf,Columbus,164768.0,2099024606,OH,43203 Zip N Monroe Ave,43203
33,5cb0e7d2737ae134b821eeb0,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-05-14 00:00:00,2019-04-12 19:32:34.890,38000.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95350/00026283.html,380000,2003-12-02 00:00:00,21820,5cb0ec85737ae134b821f024,2.0,3,39.972322,-82.968503,,King-Lincoln-Bronzeville,5cb0e7d2737ae134b821eeb0,Columbus,164768.0,2099024606,OH,43203 Zip N Monroe Ave,43203
34,5cb0e7d6737ae134b821eeb1,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-04-09 00:00:00,2019-04-12 19:32:38.297,41040.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94071/00025005.html,410400,2006-11-30 00:00:00,"912 chancellor street sw, leesburg, va 20175",5cb0ec86737ae134b821f025,2.5,3,39.10595,-77.590081,9583,Leesburg,5cb0e7d6737ae134b821eeb1,Leesburg,489134.0,12415625,VA,912 Chancellor St SW,20175
35,5cb0e7d9737ae134b821eeb2,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-04-16 00:00:00,2019-04-12 19:32:41.655,27200.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94072/00025006.html,272000,2007-07-23 00:00:00,19292,5cb0ec86737ae134b821f026,2.5,3,39.10595,-77.590081,9583,Leesburg,5cb0e7d9737ae134b821eeb2,Leesburg,489134.0,12415625,VA,912 Chancellor St SW,20175
36,5cb0e7dc737ae134b821eeb3,"1300 Courthouse Rd, Stafford, VA 22554",10:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,2019-04-26 00:00:00,2019-04-12 19:32:44.997,-1.0,"Lenox Title Trustee Services, LLC, 25185 Gladding Landing Road, 404.474.7149",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95097/00026069.html,113000,2006-09-20 00:00:00,"8 thaxton ct stafford, va 22556",5cb0ec86737ae134b821f027,3.5,4,38.480097,-77.420439,10611,Stafford,5cb0e7dc737ae134b821eeb3,Stafford,429381.0,59817931,VA,8 Thaxton Ct,22556
37,5cb0e7e0737ae134b821eeb4,"9107 Judicial Center Lane, Spotsylvania, Virginia 22553",10:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/4.html,2019-04-09 00:00:00,2019-04-12 19:32:48.674,-0.2," McCabe, Weisberg & Conway, LLC., http://www.mwc-law.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94331/00025324.html,-2,2019-03-19 00:00:00,"46 ocala lane, fredericksburg, virginia 22408",5cb0ec86737ae134b821f028,3.5,4,38.263114,-77.471822,10000,Fredericksburg,5cb0e7e0737ae134b821eeb4,Fredericksburg,260746.0,64708927,VA,46 Ocala Ln,22408
38,5cb0e7e4737ae134b821eeb5,"1300 Courthouse Rd, Stafford, VA 22554",9:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/4.html,2019-04-09 00:00:00,2019-04-12 19:32:52.074,-0.2," McCabe, Weisberg & Conway, LLC., http://www.mwc-law.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94332/00025325.html,-2,2019-03-19 00:00:00,"9 kimberly drive, stafford, virginia 22554",5cb0ec87737ae134b821f029,3.5,4,38.467125,-77.449391,7967,Stafford,5cb0e7e4737ae134b821eeb5,Stafford,362373.0,12626490,VA,9 Kimberly Dr,22554
39,5cb0e7e7737ae134b821eeb6,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/4.html,2019-05-07 00:00:00,2019-04-12 19:32:55.406,40000.0,"BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95100/00026071.html,400000,2007-10-09 00:00:00,46423,5cb0ec87737ae134b821f02a,3.5,4,38.467125,-77.449391,7967,Stafford,5cb0e7e7737ae134b821eeb6,Stafford,362373.0,12626490,VA,9 Kimberly Dr,22554
40,5cb0e7ea737ae134b821eeb7,"1300 Courthouse Rd, Stafford, VA 22554",9:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/4.html,2019-04-09 00:00:00,2019-04-12 19:32:58.820,-0.2," McCabe, Weisberg & Conway, LLC., http://www.mwc-law.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94337/00025144.html,-2,2019-03-19 00:00:00,"1004 conway road, fredericksburg, virginia 22405",5cb0ec87737ae134b821f02b,2.0,3,38.332776,-77.440475,,Fredericksburg,5cb0e7ea737ae134b821eeb7,Fredericksburg,267167.0,12642170,VA,1004 Conway Rd,22405
41,5cb0e7ee737ae134b821eeb8,"1300 Courthouse Rd, Stafford, VA 22554",1:30 pm,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/4.html,2019-05-01 00:00:00,2019-04-12 19:33:02.186,-1.0,"RAS Trustee Services, LLC, 4012 Raintree Road, Suite 100A, Chesapeake, Virginia 23321",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95364/00026311.html,536770,2015-06-09 00:00:00,"sal 180 millrace rd stafford, va 22554",5cb0ec87737ae134b821f02c,2.0,3,38.332776,-77.440475,,Fredericksburg,5cb0e7ee737ae134b821eeb8,Fredericksburg,267167.0,12642170,VA,1004 Conway Rd,22405
42,5cb0e7f1737ae134b821eeb9,"18 E Market St, Leesburg, VA 20176",11:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/4.html,2019-04-12 00:00:00,2019-04-12 19:33:05.502,18000.0,"ALG Trustee, LLC, http://www.orlans.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94600/00025538.html,994500,2006-11-14 00:00:00,18766,5cb0ec88737ae134b821f02d,,0,41.244948,-75.889532,1742,Downtown,5cb0e7f1737ae134b821eeb9,Wilkes Barre,,189076108,PA,268 S River St,18766
